16:56:28 | DEBUG | __init__: 623 | Using proactor: IocpProactor
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\bot.py", line 110, in get_updates
    result = await self.request(api.Methods.GET_UPDATES, payload)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\base.py", line 231, in request
    return await api.make_request(await self.get_session(), self.server, self.__token, method, data, files,
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 140, in make_request
    return check_result(method, response.content_type, response.status, await response.text())
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 119, in check_result
    exceptions.ConflictError.detect(description)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\utils\exceptions.py", line 140, in detect
    raise err(cls.text or description)
aiogram.utils.exceptions.TerminatedByOtherGetUpdates: Terminated by other getupdates request; make sure that only one bot instance is running
15:40:19 | DEBUG | make_request: 133 | Make request: "getUpdates" with data: "{'offset': 485336558, 'timeout': 20}" and files "None"
15:40:25 | DEBUG | check_result: 95 | Response for getUpdates: [409] "'{"ok":false,"error_code":409,"description":"Conflict: terminated by other getUpdates request; make sure that only one bot instance is running"}'"
15:40:25 | ERROR | start_polling: 390 | Cause exception while getting updates.
Traceback (most recent call last):
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\dispatcher\dispatcher.py", line 381, in start_polling
    updates = await self.bot.get_updates(
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\bot.py", line 110, in get_updates
    result = await self.request(api.Methods.GET_UPDATES, payload)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\base.py", line 231, in request
    return await api.make_request(await self.get_session(), self.server, self.__token, method, data, files,
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 140, in make_request
    return check_result(method, response.content_type, response.status, await response.text())
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 119, in check_result
    exceptions.ConflictError.detect(description)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\utils\exceptions.py", line 140, in detect
    raise err(cls.text or description)
aiogram.utils.exceptions.TerminatedByOtherGetUpdates: Terminated by other getupdates request; make sure that only one bot instance is running
15:40:30 | DEBUG | make_request: 133 | Make request: "getUpdates" with data: "{'offset': 485336558, 'timeout': 20}" and files "None"
15:40:35 | DEBUG | check_result: 95 | Response for getUpdates: [409] "'{"ok":false,"error_code":409,"description":"Conflict: terminated by other getUpdates request; make sure that only one bot instance is running"}'"
15:40:35 | ERROR | start_polling: 390 | Cause exception while getting updates.
Traceback (most recent call last):
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\dispatcher\dispatcher.py", line 381, in start_polling
    updates = await self.bot.get_updates(
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\bot.py", line 110, in get_updates
    result = await self.request(api.Methods.GET_UPDATES, payload)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\base.py", line 231, in request
    return await api.make_request(await self.get_session(), self.server, self.__token, method, data, files,
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 140, in make_request
    return check_result(method, response.content_type, response.status, await response.text())
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 119, in check_result
    exceptions.ConflictError.detect(description)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\utils\exceptions.py", line 140, in detect
    raise err(cls.text or description)
aiogram.utils.exceptions.TerminatedByOtherGetUpdates: Terminated by other getupdates request; make sure that only one bot instance is running
15:40:40 | DEBUG | make_request: 133 | Make request: "getUpdates" with data: "{'offset': 485336558, 'timeout': 20}" and files "None"
15:40:45 | DEBUG | check_result: 95 | Response for getUpdates: [409] "'{"ok":false,"error_code":409,"description":"Conflict: terminated by other getUpdates request; make sure that only one bot instance is running"}'"
15:40:45 | ERROR | start_polling: 390 | Cause exception while getting updates.
Traceback (most recent call last):
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\dispatcher\dispatcher.py", line 381, in start_polling
    updates = await self.bot.get_updates(
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\bot.py", line 110, in get_updates
    result = await self.request(api.Methods.GET_UPDATES, payload)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\base.py", line 231, in request
    return await api.make_request(await self.get_session(), self.server, self.__token, method, data, files,
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 140, in make_request
    return check_result(method, response.content_type, response.status, await response.text())
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\bot\api.py", line 119, in check_result
    exceptions.ConflictError.detect(description)
  File "Z:\Troshkin Artem\Sofia_Usova\venv\lib\site-packages\aiogram\utils\exceptions.py", line 140, in detect
    raise err(cls.text or description)
aiogram.utils.exceptions.TerminatedByOtherGetUpdates: Terminated by other getupdates request; make sure that only one bot instance is running
15:40:45 | INFO | stop_polling: 433 | Stop polling...
15:40:45 | WARNING | start_polling: 329 | Goodbye!
